id;visible;order;date;title_it;title_en;title_fr;section;categories;subcategory;mainpage;articleUrl;thumbnail_url;thumbnail_fallbackGradient;video_type;video_id;video_src;allegati;testo_it;testo_en;testo_fr;description_it;description_en;description_fr;tags_client;tags_collective;tags_director;tags_duration;tags_featuring;tags_format;tags_language;tags_photography;tags_production;tags_recognition;tags_role
i-pescatori-tunisini-che-salvano-i-migranti;true;84;2017-10-27;Migrazione mediterranea: la rotta Libia-Tunisia;Mediterranean Migration: The Libya-Tunisia Route;Migration méditerranéenne : la route Libye-Tunisie;journalism;longform-reportage;;true;http://www.nawartpress.com/?p=3724;../media/thumbnails/i-pescatori-tunisini-che-salvano-i-migranti.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/longform-reportage/migration-displacement/donne-migranti-mediterraneo-il-caffe.pdf|Donne migranti nel Mediterraneo (Il Caffè);;http://openmigration.org/analisi/gli-ottomila-salvati-a-pasqua-diario-di-bordo-di-una-missione-di-salvataggio/|Open Migration – Gli 8000 di Pasqua (IT);;http://openmigration.org/en/analyses/the-eight-thousand-migrants-saved-at-easter-logbook-of-a-rescue-mission/|Open Migration – 8000 Saved at Easter (EN);;http://openmigration.org/en/analyses/the-tunisian-fishermen-who-bury-nameless-migrants/|Open Migration – Tunisian Fishermen (EN);;https://inkyfada.com/2017/06/sar-zone-sauvetage-migrants-mediterranee/|Inkyfada – SAR Zone;;https://inkyfada.com/2017/06/photoreportage-migrants-mediterranee-sauvetage/|Inkyfada – Photoreportage;;https://www.internazionale.it/video/2017/10/25/pescatori-tunisini-migranti|Internazionale – Pescatori tunisini;;http://www.middleeasteye.net/in-depth/features/fishermen-zarzis-1153799343|Middle East Eye – Fishermen of Zarzis;;https://www.choisir.ch/societe/societe/item/2999-le-cimetiere-des-inconnus-echoues-a-zarzis|Choisir – Le cimetière des inconnus";"Pasqua 2017. Oltre 8.000 migranti furono salvati dal Mediterraneo in un solo fine settimana—una delle più grandi operazioni di ricerca e soccorso nella storia della crisi. Ero a bordo di una delle navi ONG durante quei giorni frenetici, documentando la macchina dei soccorsi e i volti di chi veniva estratto dai gommoni pochi istanti prima di affondare.

Ma la storia della migrazione mediterranea non finisce con il salvataggio. Inizia con la partenza—viaggi disperati dalla costa senza legge della Libia. E continua con la morte—corpi che si arenano sulle spiagge tunisine, sepolti dai pescatori locali in tombe anonime perché nessun altro lo fa.

Questa inchiesta multimediale segue l’intero percorso: la zona SAR dove le ONG operano sotto costante attacco politico, le comunità di pescatori tunisini divenuti primi soccorritori loro malgrado, e le politiche che trasformano il Mediterraneo in una fossa comune.";"Easter 2017. Over 8,000 migrants were rescued from the Mediterranean in a single weekend—one of the largest Search and Rescue operations in the crisis’s history. I was aboard one of the NGO vessels during those frantic days, documenting the machinery of rescue and the faces of those pulled from rubber boats moments before sinking.

But the Mediterranean migration story doesn’t end with rescue. It begins with departure—desperate journeys from Libya’s lawless coast. And it continues with death—bodies washing ashore on Tunisian beaches, buried by local fishermen in unmarked graves because no one else will.

This multimedia investigation follows the entire route: the SAR zone where NGOs operate under constant political attack, the Tunisian fishing communities who’ve become reluctant first responders, and the policies that transform the Mediterranean into a mass grave.";"Pâques 2017. Plus de 8 000 migrants furent secourus en Méditerranée en un seul week-end—l’une des plus grandes opérations de recherche et sauvetage de l’histoire de la crise. J’étais à bord de l’un des navires d’ONG pendant ces jours frnétiques, documentant la machine du sauvetage et les visages de ceux extraits des canots pneumatiques quelques instants avant de couler.

Mais l’histoire de la migration méditerranéenne ne s’arrête pas au sauvetage. Elle commence par le départ—des voyages désespérés depuis les côtes sans loi de la Libye. Et elle continue avec la mort—des corps échoués sur les plages tunisiennes, enterrés par les pêcheurs locaux dans des tombes anonymes parce que personne d’autre ne le fait.

Cette enquête multimédia suit l’ensemble du parcours : la zone SAR où les ONG opèrent sous attaque politique constante, les communautés de pêcheurs tunisiens devenus premiers intervenants malgré eux, et les politiques qui transforment la Méditerranée en fosse commune.";Migrazione nel Mediterraneo: rotta Libia-Tunisia (2017);Mediterranean Migration: Libya-Tunisia Route (2017);Migration méditerranéenne : route Libye-Tunisie (2017);;;;;;Investigation + Photo essay + Video;;;;;
we-are-afraid-to-see-the-dead-tunisian-fishermen-on-frontline-of-migrant-tragedy;false;85;2017-11-03;'We are afraid to see the dead': Tunisian fishermen on frontline of migrant tragedy;'We are afraid to see the dead': Tunisian fishermen on frontline of migrant tragedy;'We are afraid to see the dead': Tunisian fishermen on frontline of migrant tragedy;journalism;longform-reportage;;false;http://www.middleeasteye.net/news/msf-suspends-migrant-rescues-mediterranean-2133227521;http://www.middleeasteye.net/sites/default/files/styles/main_image_article_page/public/Sardine%20Fishing%202.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
le-cimetiere-des-inconnus-echoues-a-zarzis;false;86;2017-11-04;;;Le cimetière des inconnus échoués à Zarzis;;migration-displacement;;false;http://www.nawartpress.com/?p=3739;https://www.choisir.ch/images/2017/Societe/Giulia_Zarzis2.jpeg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
sciopero-femminista-8-marzo;false;87;2018-03-09;Sciopero Femminista 8 marzo;Sciopero Femminista 8 marzo;Sciopero Femminista 8 marzo;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=3858;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
far-right-documentary-film;true;1;2016-01-01;Far Right: A New Frightening Normal;Far Right: A New Frightening Normal;Far Right: A New Frightening Normal;journalism;documentary-films;;true;https://www.youtube.com/watch?v=CUh5iNMIIrs;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;CUh5iNMIIrs;;"https://vimeo.com/207909226|Far Right (Vimeo) – Password: udo;;http://www.bertafilm.com/catalogue/far-right|Berta Film – Far Right";"Prima della Brexit, prima di Trump, questo documentario ha esaminato la normalizzazione della politica di estrema destra in Europa—in particolare in Francia. Come ha fatto il Front National di Marine Le Pen a passare dai margini al mainstream? Come sono entrate le idee estremiste nel discorso politico accettabile?

Indagando sulla normalizzazione politica, l’organizzazione dal basso, il populismo economico e la guerra culturale—questo film ha documentato un cambiamento che avrebbe ridefinito la politica occidentale.";"Before Brexit, before Trump, this documentary examined the normalization of far-right politics in Europe—particularly France. How did Marine Le Pen’s National Front transition from fringe to mainstream? How did extremist ideas enter acceptable political discourse?

Investigating political normalization, grassroots organizing, economic populism, and cultural warfare—this film documented a shift that would reshape Western politics.";"Avant le Brexit, avant Trump, ce documentaire examinait la normalisation de la politique d’extrême droite en Europe—en particulier en France. Comment le Front National de Marine Le Pen est-il passé de la marge au mainstream ? Comment les idées extrémistes sont-elles entrées dans le discours politique acceptable ?

Enquêtant sur la normalisation politique, l’organisation de terrain, le populisme économique et la guerre culturelle—ce film a documenté un basculement qui allait remodeler la politique occidentale.";Documentario 52' - Europa, normalizzazione dell'estrema destra;Documentary 52' - Europe, far-right normalization;Documentaire 52' - Europe, normalisation de l'extrême droite;;;;52';;;;;Berta Film;;
english-egyptian-protesters-demand-end-to-sexual-harassment-middle-east-eye-tv;false;100;2015-03-01;Egyptian protesters demand end to sexual harassment - Middle East Eye TV;Egyptian protesters demand end to sexual harassment - Middle East Eye TV;Egyptian protesters demand end to sexual harassment - Middle East Eye TV;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=615;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;G67VSwoMuTw;;;;;;;;;;;;;;;;;;;
english-video-turks-kurds-express-their-fears-as-is-advances-on-kobane-middle-east-eye-tv;false;2;2015-03-01;Video: Turks, Kurds express their fears as IS advances on Kobane - Middle East Eye TV;Video: Turks, Kurds express their fears as IS advances on Kobane - Middle East Eye TV;Video: Turks, Kurds express their fears as IS advances on Kobane - Middle East Eye TV;journalism;longform-reportage;;false;http://www.middleeasteye.net/news/turks-and-kurds-express-their-fears-islamic-state-advances-kobane-273753702#sthash.p1GIifYN.dpuf;http://www.middleeasteye.net/sites/default/files/styles/main_image_article_page/public/main-images/Kobane%20still.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;XcrWwFHZ7jg;;;;;;;;;;;;;;;;;;;
documentario-una-storia-sommersa-premio-morrione;true;3;2015-03-01;Una Storia Sommersa;Una Storia Sommersa (A Submerged Story);Una Storia Sommersa (Une histoire submergée);journalism;documentary-films;;true;http://www.nawartpress.com/?p=757;../media/documentary-films/una-storia-sommersa-youtube.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;feVWYvSLKXA;;https://www.youtube.com/watch?v=feVWYvSLKXA|Una Storia Sommersa (YouTube);"La rivoluzione egiziana ha creato caos—e opportunità. Con il crollo del controllo statale, è emersa una rete clandestina: il traffico di antichità egizie saccheggiate da siti archeologici e musei.

Questo documentario investigativo traccia le connessioni tra il contrabbando di antichità e altre reti di traffico internazionale attive durante la crisi politica egiziana. Un’indagine su come i vuoti di potere permettano alle reti criminali di prosperare.

Questo è stato il primo documentario investigativo prodotto da Zeernews, il collettivo con base al Cairo che si sarebbe poi evoluto in Nawart Press.";"Egypt’s revolution created chaos—and opportunity. As state control collapsed, an underground network emerged: trafficking Egyptian antiquities looted from archaeological sites and museums.

This investigative documentary traces the connections between antiquities smuggling and other international trafficking networks operating during Egypt’s political crisis. An investigation into how power vacuums enable criminal networks to flourish.

This was the first investigative documentary produced by Zeernews, the Cairo-based collective that would later evolve into Nawart Press.";"La révolution égyptienne a créé le chaos—et des opportunités. Avec l’effondrement du contrôle étatique, un réseau clandestin a émergé : le trafic d’antiquités égyptiennes pillées dans les sites archéologiques et les musées.

Ce documentaire d’investigation retrace les connexions entre la contrebande d’antiquités et d’autres réseaux de trafic international opérant pendant la crise politique égyptienne. Une enquête sur la manière dont les vides de pouvoir permettent aux réseaux criminels de prospérer.

C’est le premier documentaire d’investigation produit par Zeernews, le collectif basé au Caire qui allait ensuite devenir Nawart Press.";Egitto, traffico di antichità (2013-2014);Egypt, antiquities trafficking (2013-2014);Égypte, trafic d'antiquités (2013-2014);;Zeernews;Alessandro Accorsi, Giulia Bertoluzzi;;;;;;;Finalist, Premio Roberto Morrione 2013;
english-religious-tensions-simmer-in-egypts-minya-middle-east-eye-tv;false;4;2015-03-01;http://youtu.be/sEQxNEx6N34;Religious tensions simmer in Egypt's Minya - Middle East Eye TV;http://youtu.be/sEQxNEx6N34;journalism;longform-reportage;;false;http://www.nawartpress.com/?p=588;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;sEQxNEx6N34;;;;;;;;;;;;;;;;;;;
466;false;5;2015-03-01;Siriani in fuga - Rainews24;Siriani in fuga - Rainews24;Siriani in fuga - Rainews24;;conflict-zones;;false;http://www.nawartpress.com/?p=466;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;zKU1Wb3xZMc;;;;;;;;;;;;;;;;;;;
trailer-una-storia-sommersa-documentario-premio-morrione;false;6;2015-03-01;Trailer Una Storia Sommersa - Documentario Premio Morrione;Trailer Una Storia Sommersa - Documentario Premio Morrione;Trailer Una Storia Sommersa - Documentario Premio Morrione;journalism;documentary-films;;false;http://www.nawartpress.com/?p=582;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;74Yf50ZYWQo;;;;;;;;;;;;;;;;;;;
english-religious-tensions-simmer-in-egypts-minya-middle-east-eye;false;7;2015-03-01;Religious tensions simmer in Egypt's Minya - Middle East Eye;Religious tensions simmer in Egypt's Minya - Middle East Eye;Religious tensions simmer in Egypt's Minya - Middle East Eye;journalism;longform-reportage;;false;http://www.middleeasteye.net/news/sisi-win-egypts-election-962-percent-vote;http://www.middleeasteye.net/sites/default/files/styles/main_image_article_page/public/main-images/2013_Egypt_churches.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;sEQxNEx6N34;;;;;;;;;;;;;;;;;;;
wild;false;8;2015-03-24;Wild, la Terapia del Viaggio;Wild, la Terapia del Viaggio;Wild, la Terapia del Viaggio;journalism;documentary-films;;false;http://www.nawartpress.com/?p=1105;http://www.nawartpress.com/wp-content/uploads/2015/03/Poster.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;tn2-GSqPyl0;;;;;;;;;;;;;;;;;;;
essere-un-travestito-a-tirana;false;9;2015-05-20;Essere un travestito a Tirana;Essere un travestito a Tirana;Essere un travestito a Tirana;journalism;documentary-films;;false;http://www.nawartpress.com/?p=1367;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;6mPPmazIzcA;;;;;;;;;;;;;;;;;;;
lesvos-dyarbakir-in-48h;true;10;2015-06-04;Lesbo: crisi migranti;Lesvos Migrant Crisis;Lesbos : crise des migrants;journalism;longform-reportage;;true;http://www.nawartpress.com/?p=1444;../media/thumbnails/lesvos-dyarbakir-in-48h.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;O0MV1BAspos;;"../media/longform-reportage/migration-displacement/lesvos-refugies-orientxxi.pdf|Lesvos réfugiés (Orient XXI);;http://newirin.irinnews.org/migrant-crisis-greece-photo-feature|IRIN News – Photo feature;;http://www.middleeasteye.net/news/video-migrants-targedy-overwhelms-greek-island-lesvos-76206394|Middle East Eye – Video;;http://orientxxi.info/magazine/lesbos-l-autre-porte-de-l-europe-pour-des-refugies-en-perdition,0981|Orient XXI";"Estate 2015. L’isola greca di Lesbo è diventata la porta d’ingresso dell’Europa per il più grande movimento di rifugiati dalla Seconda Guerra Mondiale. Centinaia—a volte migliaia—arrivavano ogni giorno su barche sovraffollate dalla Turchia.

Questo saggio fotografico documenta la crisi al suo apice: gli arrivi sulle spiagge, i volontari sopraffatti, le famiglie in transito e una comunità che crolla sotto l’emergenza umanitaria.";"Summer 2015. The Greek island of Lesvos became Europe’s front door for the largest refugee movement since WWII. Hundreds—sometimes thousands—arrived daily on overcrowded boats from Turkey.

This photo essay documents the crisis at its peak: arrivals on beaches, overwhelmed volunteers, families in transit, and a community collapsing under humanitarian emergency.";"Été 2015. L’île grecque de Lesbos est devenue la porte d’entrée de l’Europe pour le plus grand mouvement de réfugiés depuis la Seconde Guerre mondiale. Des centaines—parfois des milliers—arrivaient chaque jour sur des bateaux surchargés depuis la Turquie.

Cet essai photographique documente la crise à son paroxysme : les arrivées sur les plages, les bénévoles débordés, les familles en transit et une communauté qui s’effondre sous l’urgence humanitaire.";Crisi migranti a Lesvos (Grecia, 2015);Lesvos Migrant Crisis (Greece, 2015);Crise migratoire à Lesvos (Grèce, 2015);;;;;;Photo reportage;;;;;
english-video-migrants-tragedy-overwhelms-greek-island-of-lesvos;false;11;2015-06-10;Migrants tragedy overwhelms Greek island of Lesvos - Middle East Eye;Migrants tragedy overwhelms Greek island of Lesvos - Middle East Eye;Migrants tragedy overwhelms Greek island of Lesvos - Middle East Eye;journalism;longform-reportage;;false;http://www.middleeasteye.net/news/video-migrants-targedy-overwhelms-greek-island-lesvos-76206394;http://www.middleeasteye.net/sites/default/files/styles/main_image_article_page/public/main-images/Lesvos.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;3DrirVgP04E;;;;;;;;;;;;;;;;;;;
english-mee-speaks-to-fabrunyer-aykol-female-co-mayor-of-the-municipality-of-mardin;false;12;2015-06-14;MEE speaks to Fabrunyer Aykol, female co-mayor of the municipality of Mardin;MEE speaks to Fabrunyer Aykol, female co-mayor of the municipality of Mardin;MEE speaks to Fabrunyer Aykol, female co-mayor of the municipality of Mardin;journalism;multimedia-projects;;false;http://www.nawartpress.com/?p=1504;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;e0TXYoFF8Hg;;;;;;;;;;;;;;;;;;;
francais-lesbos-lautre-porte-de-leurope-pour-des-refugies-en-perdition-orientxxi;false;13;2015-07-31;Francais Lesbos Lautre Porte De Leurope Pour Des Refugies En Perdition Orientxxi;Francais Lesbos Lautre Porte De Leurope Pour Des Refugies En Perdition Orientxxi;Francais Lesbos Lautre Porte De Leurope Pour Des Refugies En Perdition Orientxxi;;migration-displacement;;false;http://orientxxi.info/;http://orientxxi.info/local/cache-responsive/cache-560/875c320b357bac42c6b13e393d06d901.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;rxvMQHIGbIg;;;;;;;;;;;;;;;;;;;
un-mondo-di-donne-raistoria;false;14;2015-11-03;UN MONDO DI DONNE - RAISTORIA;UN MONDO DI DONNE - RAISTORIA;UN MONDO DI DONNE - RAISTORIA;journalism;documentary-films;;false;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
made-in-tunisia-women-textile-workers-resist-poor-working-conditions;true;15;2016-06-03;Tunisia: la lotta delle operaie Mamotex;Tunisia: Mamotex Workers' Struggle;Tunisie : la lutte des ouvrières de Mamotex;journalism;longform-reportage;;true;http://www.nawartpress.com/?p=3092;../media/thumbnails/made-in-tunisia-women-textile-workers-resist-poor-working-conditions.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;6oTz64k2Dqk;;"../media/longform-reportage/political-and-social-justice-gender/tunisia-mamotex-middleeasteye.pdf|Tunisia Mamotex (Middle East Eye);;../media/longform-reportage/political-and-social-justice-gender/tunisia-mamotex-operaie-orientxxi.pdf|Tunisia Mamotex operaie (Orient XXI);;http://orientxxi.info/magazine/le-combat-perdu-des-ouvrieres-tunisiennes-de-mamotex,1339|Orient XXI;;http://www.middleeasteye.net/in-depth/features/made-tunisia-women-textile-workers-resist-poor-working-conditions-1680717702|Middle East Eye;;http://www.ilreportage.eu/2016/08/a-tunisi-unazienda-tessile-autogestita-dalle-lavoratrici/|Il Reportage";"Quando l’azienda tessile francese Mamotex ha abbandonato la sua fabbrica tunisina nel 2014, le operaie hanno fatto qualcosa di straordinario: hanno occupato la fabbrica e ripreso la produzione come cooperativa.

Questo progetto documenta l’unica fabbrica autogestita della Tunisia—sarte che gestiscono la propria attività, lottando per la dignità e la sopravvivenza.";"When French textile company Mamotex abandoned its Tunisian factory in 2014, the women workers did something extraordinary: they occupied the factory and restarted production as a cooperative.

This project documents Tunisia’s only worker-managed factory—seamstresses running their own business, fighting for dignity and survival.";"Quand l’entreprise textile française Mamotex a abandonné son usine tunisienne en 2014, les ouvrières ont fait quelque chose d’extraordinaire : elles ont occupé l’usine et repris la production en coopérative.

Ce projet documente la seule usine autogérée de Tunisie—des couturières gérant leur propre entreprise, luttant pour la dignité et la survie.";Tunisia: la lotta delle operaie Mamotex (2016);Tunisia: Mamotex Workers' Struggle (2016);Tunisie : la lutte des ouvrières de Mamotex (2016);;;;;;Video + Written + Photos;;;;;
trono-di-sale-marocco;false;16;2016-11-01;Trono di Sale - Marocco;Trono di Sale - Marocco;Trono di Sale - Marocco;journalism;documentary-films;;false;http://www.nawartpress.com/?p=3260;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
senza-vie-legali-in-tunisia-si-diventa-harraga;true;17;2017-11-29;Tunisia: foreign fighters;Tunisia Foreign Fighters;Tunisie : combattants étrangers;journalism;longform-reportage;;true;http://www.nawartpress.com/?p=3767;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;6gYBXRwsDjY;;"http://www.radio3.rai.it/dl/portaleRadio/media/ContentItem-f621adee-437b-4b1b-8e18-3915270721da.html|Radio3mondo (RAI);;http://www.middleeasteye.net/news/tunisian-mothers-grief-two-daughters-radicalised-lost-islamic-state|Middle East Eye";"La Tunisia è diventata il più grande esportatore pro capite di jihadisti al mondo—6.000-7.000 si sono uniti all’ISIS. Questa inchiesta esplora il perché, concentrandosi sulle famiglie rimaste e sulle madri che hanno perso le figlie a causa della radicalizzazione.

La copertura include la storia di una madre tunisina: due figlie perse a causa dell’ISIS, e la domanda impossibile su come la radicalizzazione avvenga all’interno delle famiglie.";"Tunisia became the world’s largest per-capita exporter of jihadists—6,000-7,000 joined ISIS. This investigation explores why, focusing on families left behind and mothers who lost daughters to radicalization.

Coverage includes a Tunisian mother’s story: two daughters lost to ISIS, and the impossible question of how radicalization happens within families.";"La Tunisie est devenue le plus grand exportateur par habitant de djihadistes au monde—6 000 à 7 000 ont rejoint Daech. Cette enquête explore pourquoi, en se concentrant sur les familles restées et les mères qui ont perdu leurs filles à cause de la radicalisation.

La couverture inclut l’histoire d’une mère tunisienne : deux filles perdues à cause de Daech, et la question impossible de comment la radicalisation se produit au sein des familles.";Tunisia: combattenti stranieri (2017);Tunisia Foreign Fighters (2017);Tunisie : combattants étrangers (2017);;;;;;Radio documentary + Written feature;;;;;
documentary-far-right-a-new-frightening-normal;true;18;2018-02-21;Far Right: A New Frightening Normal;Far Right: A New Frightening Normal;Far Right: A New Frightening Normal;journalism;multimedia-projects;;true;http://www.nawartpress.com/?p=3841;../media/thumbnails/documentary-far-right-a-new-frightening-normal.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;CUh5iNMIIrs;;"../media/multimedia-projects/far-right-nawart-magazine.pdf|Far Right (Nawart Magazine);;https://vimeo.com/207909226|Far Right (Vimeo) – Password: udo;;http://www.bertafilm.com/catalogue/far-right|Berta Film – Far Right;;https://www.choisir.ch/politique-economie/politique-internationale/item/2712-la-marche-de-l-extreme-droite-francaise|Choisir – Marche de l'extrême droite";"Prima della Brexit, prima di Trump, questa inchiesta multimediale ha esaminato la normalizzazione della politica di estrema destra in Europa—in particolare in Francia. Come ha fatto il Front National di Marine Le Pen a passare dai margini al mainstream?

Il progetto include il film documentario e il Magazine Nawart #2, che ha raccolto ricerche approfondite, interviste e reportage sul campo sui movimenti di estrema destra. Il magazine ha offerto un’analisi più profonda della normalizzazione politica, dell’organizzazione dal basso e dei meccanismi di mainstreaming dell’estremismo che non trovavano spazio nel formato documentaristico.";"Before Brexit, before Trump, this multimedia investigation examined the normalization of far-right politics in Europe—particularly France. How did Marine Le Pen’s National Front transition from fringe to mainstream?

The project includes the documentary film and Magazine Nawart #2, which compiled extended research, interviews, and field reporting on far-right movements. The magazine provided deeper analysis of political normalization, grassroots organizing, and the mechanisms of extremism’s mainstreaming that didn’t fit the documentary format.";"Avant le Brexit, avant Trump, cette enquête multimédia examinait la normalisation de la politique d’extrême droite en Europe—en particulier en France. Comment le Front National de Marine Le Pen est-il passé de la marge au mainstream ?

Le projet comprend le film documentaire et le Magazine Nawart #2, qui a compilé des recherches approfondies, des entretiens et des reportages de terrain sur les mouvements d’extrême droite. Le magazine a offert une analyse plus approfondie de la normalisation politique, de l’organisation de terrain et des mécanismes de banalisation de l’extrémisme qui ne trouvaient pas leur place dans le format documentaire.";Documentario + inchieste + Magazine Nawart #2;Documentary + investigations + Magazine Nawart #2;Documentaire + enquêtes + Magazine Nawart #2;;;;;;Documentary + Magazine;;;Berta Film;;
teaser-of-a-kurdish-women-dream-2015;false;19;2018-02-21;Teaser of A Kurdish Women Dream, 2015;Teaser of A Kurdish Women Dream, 2015;Teaser of A Kurdish Women Dream, 2015;journalism;documentary-films;;false;http://www.nawartpress.com/?p=3836;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;SfxbQSWhPqA;;;;;;;;;;;;;;;;;;;
world-refugee-day-2016-giz-video;false;20;2018-05-15;Giornata Mondiale del Rifugiato 2016 - video GIZ;World Refugee Day 2016 - GIZ video;Journée Mondiale du Réfugié 2016 - vidéo GIZ;journalism;documentary-films;;false;http://www.nawartpress.com/?p=3934;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;U5SDuLlF2z4;;;;;;;;;;;;;;;;;;;
strange-fish-nominated-at-visioni-dal-mondo-festival;false;21;2018-07-17;Strange Fish nominato al festival Visioni dal Mondo;Strange Fish nominated at Visioni dal Mondo Festival;Strange Fish nommé au festival Visioni dal Mondo;journalism;documentary-films;;false;http://www.nawartpress.com/?p=4003;http://www.nawartpress.com/wp-content/uploads/2018/07/alloro_arancione-300x206.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);vimeo;277282627;;;;;;;;;;;;;;;;;;;
scirocco-short-animation-film-realized-by-the-brush-bow-collective-and-leonard-ermel;false;22;2018-08-06;Scirocco short animation film realized by the Brush & Bow collective and Leonard Ermel;Scirocco short animation film realized by the Brush & Bow collective and Leonard Ermel;Scirocco short animation film realized by the Brush & Bow collective and Leonard Ermel;journalism;documentary-films;;false;http://www.nawartpress.com/?p=4020;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);youtube;bvb-jgQUTEU;;;;;;;;;;;;;;;;;;;
bnp-award-and-special-mention-of-the-jury-to-strange-fish-visioni-dal-mondo;false;23;2018-09-20;Premio BNP e menzione speciale della giuria a Strange Fish - Visioni dal Mondo;BNP award and special mention of the jury to Strange Fish - Visioni Dal Mondo;Prix BNP et mention spéciale du jury au Visioni dal Mondo pour Strange Fish;journalism;documentary-films;;false;http://www.nawartpress.com/?p=4029;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
strange-fish-film-e-prossime-date;true;24;2019-01-25;Strange Fish;Strange Fish;Strange Fish;journalism;documentary-films;;true;https://www.raiplay.it/video/2019/08/Doc-3-Strange-Fish-73a3ecf5-8c72-4a2e-be28-ad11df3fd987.html?fbclid=IwAR1aHrAeM_-Q2xYJckRBgA-DrIeUPPQQWbyrBeBKmvtBwVBTsMYyOnq7jUg#;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);vimeo;299668760;;https://vimeo.com/255014993|Strange Fish (Vimeo Trailer);"Nella cittadina di pescatori di Zarzis, in Tunisia, il mare porta una pesca macabra: i corpi dei migranti annegati nel tentativo di raggiungere l’Europa. I pescatori locali sono diventati becchini, seppellendo i morti senza nome in un cimitero divenuto monumento alla crisi migratoria del Mediterraneo.

Questo documentario segue questi riluttanti primi soccorritori—uomini che recuperano i corpi dalle reti da pesca e garantiscono loro una sepoltura dignitosa quando nessun altro lo fa.";"In the fishing town of Zarzis, Tunisia, the sea delivers a grim catch: the bodies of migrants who drowned attempting to reach Europe. Local fishermen have become gravediggers, burying the nameless dead in a cemetery that has become a monument to the Mediterranean migration crisis.

This documentary follows these reluctant first responders—men who recover bodies from their fishing nets and ensure they receive dignified burial when no one else will.";"Dans la ville de pêcheurs de Zarzis, en Tunisie, la mer livre une pêche macabre : les corps des migrants noyés en tentant de rejoindre l’Europe. Les pêcheurs locaux sont devenus fossoyeurs, enterrant les morts anonymes dans un cimetière devenu monument à la crise migratoire méditerranéenne.

Ce documentaire suit ces premiers intervenants malgré eux—des hommes qui récupèrent les corps dans leurs filets de pêche et leur assurent une sépulture digne quand personne d’autre ne le fait.";Documentario 52' + inchiesta Inkyfada + reportage Open Migration;Documentary 52' + Inkyfada investigation + Open Migration reportage;Documentaire 52' + enquête Inkyfada + reportage Open Migration;;;Giulia Bertoluzzi;52';;;Arabic (FR/EN subtitles);;;;
